Analysis: Scenario 1
Length Units,centimeter
0, x, y, z, x-axis value,(1) Velocity Magnitude(cm/s),(2) Vx-Velocity(cm/s),(3) Vy-Velocity(cm/s),(4) Vz-Velocity(cm/s),(5) Static Pressure(dyne/cm2),(6) Temperature(Celsius),(7) Scalar variable(),(8) Density(g/cm3),(9) Viscosity(poise),(10) Shear Stress XY (Tau-XY)(dyne/cm2),(11) Shear Stress YZ (Tau-YZ)(dyne/cm2),(12) Shear Stress ZX (Tau-ZX)(dyne/cm2),(13) Shear Stress (Tau) Magnitude(dyne/cm2),(14) Wall Film Coefficients(W/cm2/K),(15) Wall Heat Flux(W/cm2),(16) Absolute Pressure(dyne/cm2),(17) Total Pressure(dyne/cm2),(18) Total Temperature(Celsius),(19) Mach Number()
210, -25.4349, -13.0064, -50.6241, 49.0367, 0.125899, -0.0519463, -0.0010822, 0.114486, -1797.27, 0, 0, 0.00120473, 0.0001817, -7.12058e-06, 1.06101e-05, -2.21751e-05, 2.57121e-05, 0, 0, 1.01145e+06, 1.01145e+06, 7.92466e-10, 3.79997e-06
211, -25.4349, -13.0021, -50.8212, 49.2338, 0.123155, -0.0580329, -4.87403e-05, 0.107882, -1797.27, 0, 0, 0.00120473, 0.0001817, -6.49988e-06, 1.05708e-05, -2.16324e-05, 2.51053e-05, 0, 0, 1.01145e+06, 1.01145e+06, 7.62804e-10, 3.71714e-06
212, -25.4349, -12.9978, -51.0182, 49.4309, 0.117114, -0.0626467, 0.00041269, 0.0983203, -1797.27, 0, 0, 0.00120473, 0.0001817, -5.78762e-06, 1.04358e-05, -2.04573e-05, 2.39163e-05, 0, 0, 1.01145e+06, 1.01145e+06, 6.87171e-10, 3.53479e-06
213, -25.4349, -12.9935, -51.2152, 49.6279, 0.108772, -0.0637871, -0.0008098, 0.0876373, -1797.27, 0, 0, 0.00120473, 0.0001817, -5.40428e-06, 1.0265e-05, -1.93497e-05, 2.26957e-05, 0, 0, 1.01145e+06, 1.01145e+06, 5.93926e-10, 3.28301e-06
214, -25.4349, -12.9892, -51.4123, 49.825, 0.100796, -0.0644743, -0.00187487, 0.0768032, -1797.27, 0, 0, 0.00120473, 0.0001817, -4.68884e-06, 9.78042e-06, -1.72967e-05, 2.05173e-05, 0, 0, 1.01145e+06, 1.01145e+06, 5.09257e-10, 3.0423e-06
215, -25.4349, -12.985, -51.6093, 50.0221, 0.0880843, -0.0626733, -0.00402827, 0.0611098, -1797.27, 0, 0, 0.00120473, 0.0001817, -3.26106e-06, 8.6357e-06, -1.28351e-05, 1.60699e-05, 0, 0, 1.01145e+06, 1.01145e+06, 3.90508e-10, 2.65861e-06
216, -25.4349, -12.9807, -51.8063, 50.2192, 0.0791167, -0.0627281, -0.00587389, 0.0451667, -1797.27, 0, 0, 0.00120473, 0.0001817, -1.99172e-06, 8.25789e-06, -8.44487e-06, 1.21702e-05, 0, 0, 1.01145e+06, 1.01145e+06, 3.13514e-10, 2.38795e-06
217, -25.4349, -12.9764, -52.0034, 50.4163, 0.0746111, -0.0652688, -0.00821684, 0.0273009, -1797.27, 0, 0, 0.00120473, 0.0001817, -9.71439e-07, 7.91875e-06, -4.88634e-06, 1.0018e-05, 0, 0, 1.01145e+06, 1.01145e+06, 2.74821e-10, 2.25196e-06
218, -25.4349, -12.9721, -52.2004, 50.6133, 0.075954, -0.0698856, -0.0122008, 0.0067065, -1797.27, 0, 0, 0.00120473, 0.0001817, -4.0767e-07, 7.98101e-06, -9.16263e-07, 9.64055e-06, 0, 0, 1.01145e+06, 1.01145e+06, 2.85082e-10, 2.29249e-06
219, -25.4349, -12.9678, -52.3974, 50.8104, 0.0802049, -0.0753329, -0.0163517, -0.0129425, -1797.27, 0, 0, 0.00120473, 0.0001817, 5.86271e-08, 8.01117e-06, 3.63394e-06, 1.002e-05, 0, 0, 1.01145e+06, 1.01145e+06, 3.22574e-10, 2.42079e-06
220, -25.4349, -12.9635, -52.5944, 51.0075, 0.0998004, -0.0868274, -0.0193467, -0.0384431, -1797.27, 0, 0, 0.00120473, 0.0001817, 4.79026e-07, 8.00052e-06, 7.58391e-06, 1.16894e-05, 0, 0, 1.01145e+06, 1.01145e+06, 5.56904e-10, 3.01224e-06
221, -25.4349, -12.9593, -52.7915, 51.2046, 0.127384, -0.10193, -0.0221498, -0.0672974, -1797.27, 0, 0, 0.00120473, 0.0001817, 1.24495e-06, 8.58182e-06, 1.24979e-05, 1.5898e-05, 0, 0, 1.01145e+06, 1.01145e+06, 9.00883e-10, 3.84477e-06
222, -25.4349, -12.9721, -53.057, 51.4704, 0.16505, -0.122364, -0.0252105, -0.106912, -1797.27, 0, 0, 0.00120473, 0.0001817, 2.06358e-06, 9.16839e-06, 1.90178e-05, 2.14163e-05, 0, 0, 1.01145e+06, 1.01145e+06, 1.37273e-09, 4.98162e-06
223, -25.4349, -12.985, -53.3226, 51.7363, 0.240942, -0.160221, -0.0303647, -0.174602, -1797.27, 0, 0, 0.00120473, 0.0001817, 3.10389e-06, 9.30582e-06, 2.69485e-05, 2.93331e-05, 0, 0, 1.01145e+06, 1.01145e+06, 3.32589e-09, 7.27227e-06
224, -25.4349, -12.9978, -53.5882, 52.0022, 0.323396, -0.202187, -0.0371718, -0.247059, -1797.27, 0, 0, 0.00120473, 0.0001817, 4.74932e-06, 1.00664e-05, 3.52535e-05, 3.7814e-05, 0, 0, 1.01145e+06, 1.01145e+06, 5.50984e-09, 9.76094e-06
225, -25.4349, -13.0107, -53.8537, 52.268, 0.430907, -0.259033, -0.0367281, -0.338768, -1797.27, 0, 0, 0.00120473, 0.0001817, 6.17897e-06, 8.47368e-06, 4.49496e-05, 4.72294e-05, 0, 0, 1.01145e+06, 1.01145e+06, 1.0006e-08, 1.30059e-05
226, -25.4349, -13.0235, -54.1193, 52.5339, 0.560934, -0.323212, -0.0364367, -0.451517, -1797.27, 0, 0, 0.00120473, 0.0001817, 1.11028e-05, 8.0042e-06, 5.08209e-05, 5.44457e-05, 0, 0, 1.01145e+06, 1.01145e+06, 1.65432e-08, 1.69304e-05
227, -25.4349, -13.0364, -54.3848, 52.7998, 0.718922, -0.391096, -0.0420581, -0.596435, -1797.27, 0, 0, 0.00120473, 0.0001817, 1.59903e-05, 7.91155e-06, 5.40337e-05, 5.91491e-05, 0, 0, 1.01145e+06, 1.01145e+06, 2.72775e-08, 2.16989e-05
228, -25.4349, -13.0492, -54.6504, 53.0657, 0.919218, -0.474518, -0.0496518, -0.782806, -1797.27, 0, 0, 0.00120473, 0.0001817, 1.95394e-05, 5.51766e-06, 5.6862e-05, 6.25631e-05, 0, 0, 1.01145e+06, 1.01145e+06, 4.45271e-08, 2.77444e-05
229, -25.4349, -13.0621, -54.916, 53.3315, 1.12509, -0.542723, -0.0493509, -0.974359, -1797.28, 0, 0, 0.00120473, 0.0001817, 2.68235e-05, 2.26076e-06, 4.84393e-05, 7.09069e-05, 0, 0, 1.01145e+06, 1.01145e+06, 6.39847e-08, 3.39581e-05
230, -25.4349, -13.0749, -55.1815, 53.5974, 1.38369, -0.6077, -0.0329877, -1.23398, -1797.28, 0, 0, 0.00120473, 0.0001817, 2.89278e-05, 2.15695e-06, 4.20206e-05, 5.25751e-05, 0, 0, 1.01145e+06, 1.01145e+06, 9.94147e-08, 4.17634e-05
231, -25.4349, -13.0878, -55.4471, 53.8633, 1.63983, -0.661364, -0.0283402, -1.48856, -1797.28, 0, 0, 0.00120473, 0.0001817, 3.04656e-05, 6.31742e-06, 2.03188e-05, 5.42842e-05, 0, 0, 1.01145e+06, 1.01145e+06, 1.34577e-07, 4.94943e-05
232, -25.4349, -13.1006, -55.7126, 54.1291, 1.95624, -0.70553, -0.014046, -1.82406, -1797.28, 0, 0, 0.00120473, 0.0001817, 3.0133e-05, -1.01138e-05, 2.452e-06, 4.01678e-05, 0, 0, 1.01145e+06, 1.01145e+06, 1.97033e-07, 5.90445e-05
233, -25.4349, -13.1135, -55.9782, 54.395, 2.27226, -0.722221, 0.0143386, -2.14569, -1797.28, 0, 0, 0.00120473, 0.0001817, 3.40831e-05, -2.84924e-05, -4.79385e-05, 8.09515e-05, 0, 0, 1.01145e+06, 1.01145e+06, 2.5949e-07, 6.85828e-05
234, -25.4349, -13.1263, -56.2438, 54.6609, 2.57442, -0.706105, 0.0700816, -2.45926, -1797.28, 0, 0, 0.00120473, 0.0001817, 5.48751e-05, -3.66025e-05, -7.15468e-05, 0.000111421, 0, 0, 1.01145e+06, 1.01145e+06, 3.33673e-07, 7.77027e-05
235, -25.4349, -13.1392, -56.5093, 54.9268, 2.87308, -0.643665, 0.0901866, -2.78766, -1797.29, 0, 0, 0.00120473, 0.0001817, 7.50835e-05, -4.34701e-05, -9.26209e-05, 0.000137817, 0, 0, 1.01145e+06, 1.01145e+06, 4.14272e-07, 8.6717e-05
236, -25.4349, -13.152, -56.7749, 55.1926, 3.18843, -0.577776, 0.106558, -3.1258, -1797.29, 0, 0, 0.00120473, 0.0001817, 9.87678e-05, -7.95162e-05, -0.000113194, 0.000174549, 0, 0, 1.01145e+06, 1.01145e+06, 5.08004e-07, 9.62351e-05
237, -25.4349, -13.1649, -57.0405, 55.4585, 3.66873, -0.597784, 0.182206, -3.60576, -1797.29, 0, 0, 0.00120473, 0.0001817, 0.000131501, -0.000124425, -8.62125e-05, 0.000207042, 0, 0, 1.01145e+06, 1.01145e+06, 6.80551e-07, 0.000110732
238, -25.4349, -13.1777, -57.306, 55.7244, 4.21827, -0.804892, 0.354285, -4.09794, -1797.29, 0, 0, 0.00120473, 0.0001817, 0.000107103, -0.000122179, -3.77382e-05, 0.000221088, 0, 0, 1.01145e+06, 1.01145e+06, 9.00849e-07, 0.000127318
239, -25.4349, -13.1905, -57.5716, 55.9903, 4.97594, -1.26632, 0.724198, -4.72328, -1797.29, 0, 0, 0.00120473, 0.0001817, 2.42338e-05, -9.03875e-05, 2.80865e-06, 0.000212582, 0, 0, 1.01145e+06, 1.01145e+06, 1.26395e-06, 0.000150187
240, -25.4349, -13.2034, -57.8371, 56.2561, 5.69201, -1.57599, 1.11929, -5.34361, -1797.3, 0, 0, 0.00120473, 0.0001817, -6.54057e-05, -0.000116919, -6.6608e-06, 0.000244211, 0, 0, 1.01145e+06, 1.01145e+06, 1.62585e-06, 0.0001718
241, -25.4349, -13.2162, -58.1027, 56.522, 5.76282, -0.0465107, 0.180324, -3.7746, -1797.3, 0, 0, 0.00120473, 0.0001817, -0.000207316, 0.000148514, -0.000148036, 0.000664289, 0, 0, 1.01145e+06, 1.01145e+06, 1.66368e-06, 0.000173937
242, -25.4349, -13.2462, -58.334, 56.7552, 5.67416, 0.746475, -0.285587, -3.0035, -1797.3, 0, 0, 0.00120473, 0.0001817, -0.000412804, 0.00025889, -0.000150543, 0.000949269, 0, 0, 1.01145e+06, 1.01145e+06, 1.61075e-06, 0.000171261
243, -25.4349, -13.2762, -58.5653, 56.9885, 6.31783, 1.71714, -0.991655, -1.98725, -1797.3, 0, 0, 0.00120473, 0.0001817, -0.000501612, 0.000551281, -0.000381203, 0.00110941, 0, 0, 1.01145e+06, 1.01145e+06, 2.06275e-06, 0.000190688
244, -25.4349, -13.3062, -58.7966, 57.2217, 7.40538, 3.82558, -2.76517, 0.412889, -1797.31, 0, 0, 0.00120473, 0.0001817, -0.000762138, 0.000836824, 0.000156973, 0.00139722, 0, 0, 1.01145e+06, 1.01145e+06, 2.85526e-06, 0.000223514
245, -25.4349, -13.3362, -59.0279, 57.4549, 8.17908, 6.24097, -4.14379, 3.17461, -1797.32, 0, 0, 0.00120473, 0.0001817, -0.00102543, 0.000925432, 0.000403404, 0.00167272, 0, 0, 1.01145e+06, 1.01145e+06, 3.43113e-06, 0.000246866
246, -25.4349, -13.3662, -59.2592, 57.6881, 13.0964, 8.6783, -5.83803, 7.4585, -1797.35, 0, 0, 0.00120473, 0.0001817, -0.00104475, 0.00110813, 0.000445892, 0.00187956, 0, 0, 1.01145e+06, 1.01145e+06, 1.10086e-05, 0.000395284
247, -25.4349, -13.3961, -59.4905, 57.9214, 17.234, 10.5997, -7.44044, 11.0515, -1797.38, 0, 0, 0.00120473, 0.0001817, -0.00109105, 0.00138128, 0.000362058, 0.00232769, 0, 0, 1.01145e+06, 1.01145e+06, 1.8439e-05, 0.000520166
248, -25.4349, -13.4261, -59.7218, 58.1546, 21.7806, 12.3829, -9.07576, 15.1859, -1797.44, 0, 0, 0.00120473, 0.0001817, -0.00116068, 0.00173229, 0.000396268, 0.0027296, 0, 0, 1.01145e+06, 1.01145e+06, 2.79395e-05, 0.000657396
249, -25.4349, -13.4561, -59.9531, 58.3878, 27.314, 13.9779, -10.7806, 20.6185, -1797.55, 0, 0, 0.00120473, 0.0001817, -0.00126926, 0.00219892, 0.000696886, 0.00298452, 0, 0, 1.01145e+06, 1.01145e+06, 4.12786e-05, 0.000824409
250, -25.4349, -13.4861, -60.1844, 58.6211, 32.8423, 15.5717, -12.4775, 26.0445, -1797.65, 0, 0, 0.00120473, 0.0001817, -0.00137685, 0.00266122, 0.00099454, 0.00323845, 0, 0, 1.01145e+06, 1.01145e+06, 5.46124e-05, 0.000991267
251, -25.4349, -13.5161, -60.4156, 58.8543, 37.6521, 16.3052, -14.0999, 30.7192, -1797.84, 0, 0, 0.00120473, 0.0001817, -0.00152138, 0.00305817, 0.00122075, 0.00388477, 0, 0, 1.01145e+06, 1.01145e+06, 7.2974e-05, 0.00113644
252, -25.4349, -13.5461, -60.6469, 59.0875, 42.0477, 16.7615, -15.751, 34.9036, -1798.04, 0, 0, 0.00120473, 0.0001817, -0.00171591, 0.00348516, 0.00144715, 0.00471709, 0, 0, 1.01145e+06, 1.01145e+06, 9.14596e-05, 0.00126911
253, -25.4349, -13.576, -60.8782, 59.3208, 46.4201, 17.2195, -17.3966, 39.0612, -1798.24, 0, 0, 0.00120473, 0.0001817, -0.00190944, 0.00391202, 0.0016646, 0.00554331, 0, 0, 1.01145e+06, 1.01145e+06, 0.000109833, 0.00140108
254, -25.4349, -13.606, -61.1095, 59.554, 52.1373, 16.266, -19.4393, 45.1724, -1798.51, 0, 0, 0.00120473, 0.0001817, -0.00201366, 0.00483374, 0.00209155, 0.0061893, 0, 0, 1.01145e+06, 1.01145e+06, 0.0001381, 0.00157364
255, -25.4349, -13.636, -61.3408, 59.7872, 58.2297, 14.8469, -21.2677, 51.7702, -1798.79, 0, 0, 0.00120473, 0.0001817, -0.00203394, 0.00581924, 0.00270057, 0.00689588, 0, 0, 1.01145e+06, 1.01145e+06, 0.000170547, 0.00175752
256, -25.4349, -13.666, -61.5721, 60.0205, 62.8121, 13.2854, -23.6526, 56.176, -1799.26, 0, 0, 0.00120473, 0.0001817, -0.00252712, 0.00693219, 0.00371536, 0.00833394, 0, 0, 1.01145e+06, 1.01145e+06, 0.000197372, 0.00189583
257, -25.4349, -13.696, -61.8034, 60.2537, 68.5269, 10.6809, -25.8979, 61.9879, -1799.79, 0, 0, 0.00120473, 0.0001817, -0.00283071, 0.00770404, 0.00517284, 0.00992953, 0, 0, 1.01145e+06, 1.01145e+06, 0.000236462, 0.00206832
258, -25.4349, -13.726, -62.0347, 60.4869, 74.2585, 7.45182, -28.5285, 67.5887, -1800.38, 0, 0, 0.00120473, 0.0001817, -0.00322908, 0.00875771, 0.0068947, 0.0119077, 0, 0, 1.01145e+06, 1.01145e+06, 0.000276043, 0.00224132
259, -25.4349, -13.7559, -62.266, 60.7201, 80.4188, 1.94019, -31.5637, 72.8457, -1801.16, 0, 0, 0.00120473, 0.0001817, -0.00398102, 0.0103853, 0.00921701, 0.014772, 0, 0, 1.01145e+06, 1.01145e+06, 0.000326609, 0.00242725
260, -25.4349, -13.7859, -62.4973, 60.9534, 87.8764, -3.91252, -33.3439, 79.6432, -1801.84, 0, 0, 0.00120473, 0.0001817, -0.0044547, 0.0113679, 0.0113303, 0.0171346, 0, 0, 1.01145e+06, 1.01145e+06, 0.000393438, 0.00265234
261, -25.4349, -13.8159, -62.7286, 61.1866, 97.3595, -10.5173, -34.8063, 87.9311, -1803.17, 0, 0, 0.00120473, 0.0001817, -0.00507604, 0.0130041, 0.0144122, 0.0207612, 0, 0, 1.01145e+06, 1.01145e+06, 0.000542604, 0.00293856
262, -25.4349, -13.8073, -62.8485, 61.3068, 105.246, -15.3452, -34.6141, 95.3253, -1804.26, 0, 0, 0.00120473, 0.0001817, -0.00521719, 0.0138102, 0.0167809, 0.0230977, 0, 0, 1.01145e+06, 1.01145e+06, 0.000675785, 0.00317659
263, -25.4349, -13.7988, -62.9685, 61.4271, 109.256, -19.6042, -34.7163, 98.9329, -1805.15, 0, 0, 0.00120473, 0.0001817, -0.00512932, 0.0145186, 0.0193738, 0.025316, 0, 0, 1.01144e+06, 1.01145e+06, 0.00072026, 0.00329763
264, -25.4349, -13.7902, -63.0884, 61.5473, 113.224, -23.9354, -34.8701, 102.327, -1806.11, 0, 0, 0.00120473, 0.0001817, -0.00513929, 0.0152502, 0.0219252, 0.0275501, 0, 0, 1.01144e+06, 1.01145e+06, 0.000765913, 0.00341741
265, -25.4349, -13.7816, -63.2083, 61.6676, 117.183, -29.1446, -35.3984, 104.677, -1807.34, 0, 0, 0.00120473, 0.0001817, -0.00552608, 0.0159327, 0.0244269, 0.0299426, 0, 0, 1.01144e+06, 1.01145e+06, 0.00081377, 0.0035369
266, -25.4349, -13.7731, -63.3283, 61.7878, 121.981, -37.3878, -36.7774, 106.144, -1808.69, 0, 0, 0.00120473, 0.0001817, -0.0057939, 0.0158673, 0.0275528, 0.0328273, 0, 0, 1.01144e+06, 1.01145e+06, 0.000848153, 0.0036817
267, -25.4349, -13.7645, -63.4482, 61.908, 127.558, -46.1301, -38.5682, 107.765, -1810.42, 0, 0, 0.00120473, 0.0001817, -0.00613511, 0.0163017, 0.0309698, 0.0360823, 0, 0, 1.01144e+06, 1.01145e+06, 0.000893396, 0.00385002
268, -25.4349, -13.7559, -63.5681, 62.0283, 135.206, -56.2262, -40.578, 110.313, -1812.87, 0, 0, 0.00120473, 0.0001817, -0.0064984, 0.0175605, 0.0353009, 0.0404134, 0, 0, 1.01144e+06, 1.01145e+06, 0.000973485, 0.00408088
269, -25.4349, -13.7474, -63.688, 62.1485, 144.798, -67.6821, -39.7817, 115.507, -1815.05, 0, 0, 0.00120473, 0.0001817, -0.00628718, 0.0178547, 0.0409715, 0.0460668, 0, 0, 1.01143e+06, 1.01145e+06, 0.00110678, 0.00437037
270, -25.4349, -13.7388, -63.808, 62.2687, 154.389, -79.1377, -38.9855, 120.702, -1817.24, 0, 0, 0.00120473, 0.0001817, -0.00607598, 0.0181489, 0.046642, 0.0517201, 0, 0, 1.01143e+06, 1.01145e+06, 0.00124008, 0.00465986
271, -25.4349, -13.7302, -63.9279, 62.389, 167.574, -89.997, -38.4103, 131.137, -1820.07, 0, 0, 0.00120473, 0.0001817, -0.00572176, 0.0186843, 0.0517516, 0.0566834, 0, 0, 1.01143e+06, 1.01145e+06, 0.00148624, 0.00505783
272, -25.4349, -13.7217, -64.0478, 62.5092, 177.054, -101.797, -39.2303, 133.866, -1826.15, 0, 0, 0.00120473, 0.0001817, -0.00541294, 0.0206297, 0.0597573, 0.0644031, 0, 0, 1.01142e+06, 1.01144e+06, 0.00160835, 0.00534396
273, -25.4349, -13.7131, -64.1678, 62.6294, 188.603, -113.348, -38.2143, 139.499, -1832.12, 0, 0, 0.00120473, 0.0001817, -0.00476489, 0.0212252, 0.0659402, 0.0704792, 0, 0, 1.01142e+06, 1.01144e+06, 0.00182597, 0.00569253
274, -25.4349, -13.7045, -64.2877, 62.7497, 201.568, -124.876, -36.1805, 147.26, -1838.01, 0, 0, 0.00120473, 0.0001817, -0.00391578, 0.0210679, 0.0711036, 0.0756208, 0, 0, 1.01141e+06, 1.01144e+06, 0.00210268, 0.00608385
275, -25.4349, -13.696, -64.4076, 62.8699, 214.532, -136.403, -34.1469, 155.02, -1843.9, 0, 0, 0.00120473, 0.0001817, -0.00306673, 0.0209106, 0.0762667, 0.0807621, 0, 0, 1.01141e+06, 1.01143e+06, 0.00237938, 0.00647514
276, -25.4349, -13.6874, -64.5276, 62.9902, 235.693, -149.705, -33.8475, 167.821, -1853.63, 0, 0, 0.00120473, 0.0001817, -0.000882003, 0.022469, 0.0822707, 0.08667, 0, 0, 1.0114e+06, 1.01143e+06, 0.00289878, 0.00711382
277, -25.4349, -13.6788, -64.6475, 63.1104, 258.869, -162.752, -33.7829, 182.145, -1865.56, 0, 0, 0.00120473, 0.0001817, 0.00135205, 0.0240182, 0.0883262, 0.0924828, 0, 0, 1.01138e+06, 1.01143e+06, 0.00348632, 0.00781334
278, -25.4349, -13.6703, -64.7674, 63.2306, 279.415, -171.253, -31.1258, 203.349, -1879.76, 0, 0, 0.00120473, 0.0001817, 0.00181938, 0.022893, 0.0900637, 0.0939644, 0, 0, 1.01137e+06, 1.01142e+06, 0.00406926, 0.00843346
279, -25.4349, -13.6617, -64.8874, 63.3509, 299.601, -179.939, -28.4393, 224.402, -1894.28, 0, 0, 0.00120473, 0.0001817, 0.00232209, 0.0217106, 0.0915093, 0.0951732, 0, 0, 1.01136e+06, 1.01141e+06, 0.00463665, 0.00904272
280, -25.4349, -13.6531, -65.0073, 63.4711, 315.464, -190.024, -25.2925, 243.888, -1913.05, 0, 0, 0.00120473, 0.0001817, 0.00325692, 0.0197596, 0.0887812, 0.0924424, 0, 0, 1.01134e+06, 1.0114e+06, 0.00504171, 0.00952151
281, -25.4349, -13.6446, -65.1272, 63.5913, 339.164, -191.019, -22.5175, 269.304, -1933.65, 0, 0, 0.00120473, 0.0001817, 0.00367083, 0.0180737, 0.0835378, 0.086614, 0, 0, 1.01132e+06, 1.01139e+06, 0.00591129, 0.0102369
